"ENSEMBL","ENTREZID","SYMBOL","GENENAME","logFC","logCPM","F","PValue","FDR"
"ENSG00000019549","6591","SNAI2","snail family transcriptional repressor 2",-3.13991632495706,5.86969214779273,317.67697961921,1.77738166079001e-07,0.000124492837978658
"ENSG00000100814","57820","CCNB1IP1","cyclin B1 interacting protein 1",3.03292822687988,6.22523122998367,314.739265119481,1.83958381843167e-07,0.000124492837978658
"ENSG00000246705","55766","H2AJ","H2A.J histone",-2.47968770212601,6.51150166277726,312.83281719975,1.88163447480763e-07,0.000124492837978658
"ENSG00000083857","2195","FAT1","FAT atypical cadherin 1",-2.52876251685778,6.34944526275739,311.166344779603,1.91940586769581e-07,0.000124492837978658
"ENSG00000185565","4045","LSAMP","limbic system associated membrane protein",-4.84475340356931,-0.438247387703682,137.749838030591,1.96531970679428e-07,0.000124492837978658
"ENSG00000212724","730755","KRTAP2-3","keratin associated protein 2-3",-2.94400715743822,5.1052657232885,296.045383985732,2.31050445249516e-07,0.000136916925711703
"ENSG00000164442","10370","CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2",-3.16980682477065,7.85389561628279,294.247413626158,2.36288250288808e-07,0.000136916925711703
"ENSG00000090006","8425","LTBP4","latent transforming growth factor beta binding protein 4",3.54582183184104,8.05640247503024,292.226746697668,2.42416252431977e-07,0.000136916925711703
"ENSG00000163945","57654","UVSSA","UV stimulated scaffold protein A",2.56879725558215,6.18289013169048,289.040817617514,2.52493251352342e-07,0.000136916925711703
"ENSG00000177954","6232","RPS27","ribosomal protein S27",3.59556388442789,6.30716359985172,288.767568836088,2.53411838551872e-07,0.000136916925711703
"ENSG00000181019","1728","NQO1","NAD(P)H quinone dehydrogenase 1",-3.79547078998442,8.44812125663277,280.169003646062,2.83477562025016e-07,0.000138683063163116
"ENSG00000205542","7114","TMSB4X","thymosin beta 4 X-linked",-2.00774952817762,10.8381095780466,279.494042714118,2.86026256271554e-07,0.000138683063163116
"ENSG00000143878","388","RHOB","ras homolog family member B",-2.40463232902424,7.83865233437774,279.270165967582,2.86878410462624e-07,0.000138683063163116
"ENSG00000162733","4921","DDR2","discoidin domain receptor tyrosine kinase 2",-2.13542863331421,8.64932627883418,271.121140052245,3.20194438172437e-07,0.000140831139224715
"ENSG00000162039","254528","MEIOB","meiosis specific with OB-fold",6.05909450513022,1.17726853535714,174.432974827867,3.21025407267795e-07,0.000140831139224715
"ENSG00000180044","401097","C3orf80","chromosome 3 open reading frame 80",-6.5612729262636,1.6741149314312,158.775517507987,3.24109028453882e-07,0.000140831139224715
"ENSG00000116774","56944","OLFML3","olfactomedin like 3",-4.91264433493933,4.24899762557382,267.814116828549,3.36826597676362e-07,0.000140831139224715
"ENSG00000166922","6447","SCG5","secretogranin V",-2.78755807847549,8.06299670846871,266.071193567864,3.43313719673642e-07,0.000140831139224715
"ENSG00000204866","147920","IGFL2","IGF like family member 2",-6.20440003996038,0.323982430881489,113.723278632852,3.43794366051751e-07,0.000140831139224715
"ENSG00000154736","11096","ADAMTS5","ADAM metallopeptidase with thrombospondin type 1 motif 5",-3.29091024107694,4.87539605354501,264.966590794881,3.48795985318722e-07,0.000140831139224715
"ENSG00000118785","6696","SPP1","secreted phosphoprotein 1",-6.96601947712352,1.96112098375709,147.522822564232,3.52652825494659e-07,0.000140831139224715
"ENSG00000224877","284184","NDUFAF8","NADH:ubiquinone oxidoreductase complex assembly factor 8",-3.23856172529819,6.95166402137485,261.086619514337,3.68242215588762e-07,0.000142051273648089
"ENSG00000101187","28231","SLCO4A1","solute carrier organic anion transporter family member 4A1",5.01817353120292,2.94536862778429,263.299254677411,3.71173714486024e-07,0.000142051273648089
"ENSG00000177606","3725","JUN","Jun proto-oncogene, AP-1 transcription factor subunit",-2.31490382314816,8.81283028912868,247.977255971797,4.4562901207461e-07,0.000157798662804434
"ENSG00000158406","8365","H4C8","H4 clustered histone 8",-6.75069642250897,5.01936398474935,248.576217659428,4.53813748151288e-07,0.000157798662804434
"ENSG00000104881","10848","PPP1R13L","protein phosphatase 1 regulatory subunit 13 like",2.53823535347367,6.40539658807267,244.336157515896,4.70697907798761e-07,0.000157798662804434
"ENSG00000175600","79783","SUGCT","succinyl-CoA:glutarate-CoA transferase",-5.72555744069533,5.18197180315326,243.512645589213,4.78596682850094e-07,0.000157798662804434
"ENSG00000150779","26521","TIMM8B","translocase of inner mitochondrial membrane 8 homolog B",-3.9506458435596,6.0779484948347,243.064961475097,4.79962670216228e-07,0.000157798662804434
